Hạ natri máu,"Tôi có thể bị hạ natri máu Các dấu hiệu và triệu chứng có thể bao gồm: Buồn nôn và nôn Đau đầu Lú lẫn Mất năng lượng, buồn ngủ và mệt mỏi Bồn chồn và cáu kỉnh Yếu cơ, co thắt hoặc chuột rút Co giật Hôn mê"
Bệnh tiểu đường,Có thể tôi đã uống nhiều nước hơn và đi vệ sinh thường xuyên hơn. Miệng và cổ họng tôi luôn khô. Gần đây tôi rất đói.
Mụn cóc thông thường,"Tôi có thể có Mụn cóc thông thường thường xuất hiện trên ngón tay hoặc bàn tay của bạn và có thể là: Các nốt nhỏ, thịt, sần sùi Thô ráp khi chạm vào Có rải rác các chấm đen, là các mạch máu nhỏ, đông lại"
Thủy đậu,"Tôi có thể bị ngứa , phát ban da, mệt mỏi, lờ đờ, sốt cao, nhức đầu, sốt nhẹ, hạch bạch huyết sưng, khó chịu, có đốm đỏ trên cơ thể."
Liệt (Xuất huyết não),"Tôi có thể bị nôn mửa, đau đầu, suy yếu một bên cơ thể, rối loạn cảm giác"
Viêm dạ dày ruột,"Tôi có thể bị nôn mửa, mắt trũng sâu, mất nước, tiêu chảy"
Sốt xuất huyết,Có thể tôi đã cảm thấy buồn nôn và mất cảm giác thèm ăn. Tôi cũng cảm thấy khó chịu và đau lưng và cơ.
Cường giáp,"Tôi có thể bị mệt mỏi, thay đổi tâm trạng, bồn chồn, đổ mồ hôi, tiêu chảy, nhịp tim nhanh, đói quá mức, yếu cơ, cáu kỉnh, kinh nguyệt bất thường"
Nhiễm trùng nấm,"Tôi có thể bị ngứa, phát ban ở da, các mảng da mất màu"
Dị ứng,"Tôi có thể bị run rẩy, ớn lạnh, chảy nước mắt"
Suy giáp,"Tôi có thể bị mệt mỏi, tăng cân, tay chân lạnh, thay đổi tâm trạng, lờ đờ, chóng mặt, mặt và mắt sưng húp, tuyến giáp to, móng tay giòn, sưng phù, trầm cảm, cáu kỉnh, kinh nguyệt không đều"
Nhiễm trùng đường tiết niệu,"Tôi có thể đã trải qua cảm giác nóng rát khi đi tiểu, và nước tiểu của tôi thường có màu đen, đỏ và có mùi rất lạ. Tôi cũng đã trải qua những thay đổi nhiệt độ rất thường xuyên, điều này thường khiến tôi không ngủ được vào ban đêm."
Bệnh ứ mật mãn tính,"Tôi có thể bị ngứa, nôn, da vàng, buồn nôn, chán ăn, vàng mắt"
Vàng da,"Tôi có thể bị ngứa, nôn, mệt mỏi, sụt cân, sốt cao, da vàng, nước tiểu sẫm màu, đau bụng"
Cảm lạnh thông thường,"Có thể là tôi cảm thấy rất ốm gần đây. Mắt tôi đỏ và chảy nước, và tôi bị áp lực trong xoang không thể biến mất. Tôi luôn cảm thấy mệt mỏi và tôi gặp rất nhiều khó khăn khi thở. Tôi cũng bị rất nhiều đờm trong cổ họng và hạch bạch huyết của tôi bị sưng."
Nhiễm trùng đường tiết niệu,"Tôi có thể bị tiểu buốt, khó chịu ở bàng quang, mùi nước tiểu hôi, cảm giác liên tục có nước tiểu"
chốc lở,"Tôi có thể bị phát ban da, sốt cao, phồng rộp, lở đỏ quanh mũi, rỉ dịch vảy vàng"
Bệnh lao,"Tôi có thể bị ớn lạnh, nôn mửa, mệt mỏi, sụt cân, ho, sốt cao, khó thở, đổ mồ hôi, chán ăn, sốt nhẹ, vàng mắt, sưng hạch bạch huyết, khó chịu, đờm, đau ngực, có máu trong đờm."
Viêm gan C,"Tôi có thể bị mệt mỏi, da vàng, buồn nôn, chán ăn, vàng mắt, tiền sử gia đình"
chốc lở,"Tôi có thể bị phát ban da, sốt cao, phồng rộp, lở đỏ quanh mũi, rỉ dịch vảy vàng"
Bệnh xương khớp,"Tôi có thể bị đau khớp, đau cổ, đau đầu gối, sưng khớp, đau khi đi bộ"
Viêm gan B,"Tôi có thể bị ngứa, mệt mỏi, lờ đờ, da vàng, nước tiểu sẫm màu, chán ăn, đau bụng, nước tiểu vàng, vàng mắt, khó chịu, đang được truyền máu, đang được tiêm thuốc không vô trùng"
Cường giáp,"Tôi có thể bị mệt mỏi, thay đổi tâm trạng, sụt cân, bồn chồn, đổ mồ hôi, tiêu chảy, nhịp tim nhanh, đói quá mức, yếu cơ, cáu kỉnh, kinh nguyệt bất thường"
Tĩnh mạch giãn,"Tôi có thể bị chuột rút, bầm tím, béo phì, chân bị sưng, mạch máu bị sưng, tĩnh mạch nổi rõ ở bắp chân"
Sinh non,"Tôi có thể có Em bé của bạn có thể có các triệu chứng rất nhẹ của tình trạng sinh non hoặc các vấn đề sức khỏe nghiêm trọng hơn. Một số dấu hiệu sinh non bao gồm: Kích thước nhỏ, với đầu to so với cơ thể. Các đặc điểm sắc nét hơn và ít tròn trịa hơn các đặc điểm của trẻ đủ tháng do thiếu các tế bào dự trữ chất béo. Lông tơ bao phủ phần lớn cơ thể. Nhiệt độ cơ thể thấp, chủ yếu là ngay sau khi sinh trong phòng sinh. Khó thở. Các vấn đề về ăn uống. Các bảng sau đây hiển thị cân nặng, chiều dài và chu vi vòng đầu trung bình khi sinh của trẻ sinh non ở các độ tuổi thai khác nhau cho từng giới tính. Cân nặng, chiều dài và chu vi vòng đầu theo tuổi thai đối với bé trai Tuổi thai Cân nặng Chiều dài Chu vi vòng đầu 40 tuần 7 lbs., 15 oz. (3,6 kg) 20 in. (51 cm) 13,8 in. (35 cm) 35 tuần 5 lbs., 8 oz. (2,5 kg) 18,1 in. (46 cm) 12,6 in. (32 cm) 32 tuần 3 lbs., 15,5 oz. (1,8 kg) 16,5 in. (42 cm) 11,6 in. (29,5 cm) 28 tuần 2 lbs., 6,8 oz. (1,1 kg) 14,4 in. (36,5 cm) 10,2 in. (26 cm) 24 tuần 1 lb., 6,9 oz. (0,65 kg) 12,2 in. (31 cm) 8,7 in. (22 cm) Cân nặng, chiều dài và chu vi vòng đầu theo tuổi thai đối với bé trai Cân nặng, chiều dài và chu vi vòng đầu theo tuổi thai đối với bé trai Cân nặng, chiều dài và chu vi vòng đầu theo tuổi thai đối với bé trai Tuổi thai Cân nặng Chiều dài Chu vi vòng đầu 40 tuần 7 lbs., 15 oz. (3,6 kg) 20 in. (51 cm) 13,8 in. (35 cm) 35 tuần 5 lbs., 8 oz. (2,5 kg) 18,1 in. (46 cm) 12,6 in. (32 cm) 32 tuần 3 lbs., 15,5 oz. (1,8 kg) 16,5 in. (42 cm) 11,6 in. (29,5 cm) 28 tuần 2 lbs., 6,8 oz. (1,1 kg) 14,4 in. (36,5 cm) 10,2 in. (26 cm) 24 tuần 1 lb., 6,9 oz. (0,65 kg) 12,2 in. (31 cm) 8,7 in. (22 cm) Tuổi thai Cân nặng Chiều dài Chu vi đầu Tuổi thai Cân nặng Chiều dài Chu vi đầu 40 tuần 7 lbs., 15 oz. (3,6 kg) 20 in. (51 cm) 13,8 in. (35 cm) 40 tuần 7 lbs., 15 oz. (3,6 kg) 20 in. (51 cm) 13,8 in. (35 cm) 35 tuần 5 lbs., 8 oz. (2,5 kg) 18,1 in. (46 cm) 12,6 in. (32 cm) 35 tuần 5 lbs., 8 oz. (2,5 kg) 18,1 in. (46 cm) 12,6 in. (32 cm) 32 tuần 3 lbs., 15,5 oz. (1,8 kg) 16,5 in. (42 cm) 11,6 in. (29,5 cm) 32 tuần 3 lbs., 15,5 oz. (1,8 kg) 16,5 in. (42 cm) 11,6 in. (29,5 cm) 28 tuần 2 lbs., 6,8 oz. (1,1 kg) 14,4 in. (36,5 cm) 10,2 in. (26 cm) 28 tuần 2 lbs., 6,8 oz. (1,1 kg) 14,4 in. (36,5 cm) 10,2 in. (26 cm) 24 tuần 1 lb., 6,9 oz. (0,65 kg) 12,2 in. (31 cm) 8,7 in. (22 cm) 24 tuần 1 lb., 6,9 oz. (0,65 kg) 12,2 in. (31 cm) 8,7 in. (22 cm) Cân nặng , chiều dài và chu vi vòng đầu theo tuổi thai đối với bé gái Tuổi thai Cân nặng Chiều dài Chu vi vòng đầu 40 tuần 7 lbs., 7,9 oz. (3,4 kg) 20 in. (51 cm) 13,8 in. (35 cm) 35 tuần 5 lbs., 4,7 oz. (2,4 kg) 17,7 in. (45 cm) 12,4 in. (31,5 cm) 32 tuần 3 lbs., 12 oz. (1,7 kg) 16,5 in. (42 cm) 11,4 in. (29 cm) 28 tuần 2 lbs., 3,3 oz. (1,0 kg) 14,1 in. (36 cm) 9,8 in. (25 cm) 24 tuần 1 lb., 5,2 oz. (0,60 kg) 12,6 in. (32 cm) 8,3 in. (21 cm) Cân nặng, chiều dài và chu vi vòng đầu theo tuổi thai của bé gái Cân nặng, chiều dài và chu vi vòng đầu theo tuổi thai của bé gái Cân nặng, chiều dài và chu vi vòng đầu theo tuổi thai của bé gái Tuổi thai Cân nặng Chiều dài Chu vi vòng đầu 40 tuần 7 lbs., 7,9 oz. (3,4 kg) 20 in. (51 cm) 13,8 in. (35 cm) 35 tuần 5 lbs., 4,7 oz. (2,4 kg) 17,7 in. (45 cm) 12,4 in. (31,5 cm) 32 tuần 3 lbs., 12 oz. (1,7 kg) 16,5 in. (42 cm) 11,4 in. (29 cm) 28 tuần 2 lbs., 3,3 oz. (1,0 kg) 14,1 in. (36 cm) 9,8 in. (25 cm) 24 tuần 1 lb., 5,2 oz. (0,60 kg) 12,6 in. (32 cm) 8,3 in. (21 cm) Tuổi thai Cân nặng Chiều dài Chu vi đầu Tuổi thai Cân nặng Chiều dài Chu vi đầu 40 tuần 7 lbs., 7,9 oz. (3,4 kg) 20 in. (51 cm) 13,8 in. (35 cm) 40 tuần 7 lbs., 7,9 oz. (3,4 kg) 20 in. (51 cm) 13,8 in. (35 cm) 35 tuần 5 lbs., 4,7 oz. (2,4 kg) 17,7 in. (45 cm) 12,4 in. (31,5 cm) 35 tuần 5 lbs., 4,7 oz. (2,4 kg) 17,7 in. (45 cm) 12,4 in. (31,5 cm) 32 tuần 3 lbs., 12 oz. (1,7 kg) 16,5 in. (42 cm) 11,4 in. (29 cm) 32 tuần 3 lbs., 12 oz. (1,7 kg) 16,5 in. (42 cm) 11,4 in. (29 cm) 28 tuần 2 lbs., 3,3 oz. (1,0 kg) 14,1 in. (36 cm) 9,8 in. (25 cm) 28 tuần 2 lbs., 3,3 oz. (1,0 kg) 14,1 in. (36 cm) 9,8 in. (25 cm) 24 tuần 1 lb., 5,2 oz. (0,60 kg) 12,6 in. (32 cm) 8,3 in. (21 cm) 24 tuần 1 lb., 5,2 oz. (0,60 kg) 12,6 in. (32 cm) 8,3 in. (21 cm) Chăm sóc đặc biệt Nếu bạn sinh ra một em bé sinh non, em bé của bạn có thể sẽ cần phải ở trong một đơn vị chăm sóc trẻ sơ sinh đặc biệt tại bệnh viện. Một số trẻ sơ sinh cần dành thời gian trong một đơn vị chăm sóc cho chúng và theo dõi chặt chẽ sức khỏe của chúng cả ngày lẫn đêm. Đây được gọi là đơn vị chăm sóc tích cực cho trẻ sơ sinh (NICU). Một bước thấp hơn NICU là phòng chăm sóc trung gian, cung cấp dịch vụ chăm sóc ít tích cực hơn. Các đơn vị phòng chăm sóc đặc biệt có nhân viên chăm sóc sức khỏe và một nhóm được đào tạo để giúp đỡ trẻ sinh non. NICU Em bé của bạn có thể cần thêm sự trợ giúp để ăn uống và thích nghi ngay sau khi sinh. Nhóm chăm sóc sức khỏe của bạn có thể giúp bạn hiểu những gì cần thiết và kế hoạch chăm sóc em bé của bạn sẽ như thế nào. Hãy thoải mái đặt câu hỏi cho họ."
mụn trứng cá,"Tôi có thể bị phát ban da, mụn mủ, mụn đầu đen, mụn bọc"
Khối u bìu,"Tôi có thể có Hệ thống sinh sản nam Hệ thống sinh sản nam Hệ thống sinh sản nam Hệ thống sinh sản nam tạo ra, lưu trữ và di chuyển tinh trùng. Tinh hoàn sản xuất tinh trùng. Chất lỏng từ túi tinh và tuyến tiền liệt kết hợp với tinh trùng để tạo thành tinh dịch. Dương vật xuất tinh tinh dịch trong khi giao hợp. Hệ thống sinh sản nam Hệ thống sinh sản nam Hệ thống sinh sản nam Hệ thống sinh sản nam Hệ thống sinh sản nam tạo ra, lưu trữ và di chuyển tinh trùng. Tinh hoàn sản xuất tinh trùng. Chất lỏng từ túi tinh và tuyến tiền liệt kết hợp với tinh trùng để tạo thành tinh dịch. Dương vật xuất tinh tinh dịch trong khi giao hợp. Hệ thống sinh sản nam Hệ thống sinh sản nam Hệ thống sinh sản nam tạo ra , lưu trữ và di chuyển tinh trùng. Tinh hoàn sản xuất tinh trùng. Chất lỏng từ túi tinh và tuyến tiền liệt kết hợp với tinh trùng để tạo thành tinh dịch. Dương vật xuất tinh tinh dịch trong khi giao hợp. Hệ thống sinh sản nam Hệ thống sinh sản nam Hệ thống sinh sản nam tạo ra, lưu trữ và di chuyển tinh trùng. Tinh hoàn sản xuất tinh trùng. Chất lỏng từ túi tinh và tuyến tiền liệt kết hợp với tinh trùng để tạo thành tinh dịch. Dương vật xuất tinh tinh dịch trong khi giao hợp. Đóng Đóng Hệ thống sinh sản nam Hệ thống sinh sản nam Hệ thống sinh sản nam tạo ra, lưu trữ và di chuyển tinh trùng. Tinh hoàn sản xuất tinh trùng. Chất lỏng từ túi tinh và tuyến tiền liệt kết hợp với tinh trùng để tạo thành tinh dịch. Dương vật xuất tinh tinh dịch trong quá trình giao hợp. Hệ thống sinh sản nam Hệ thống sinh sản nam tạo ra, lưu trữ và di chuyển tinh trùng. Tinh hoàn sản xuất tinh trùng. Chất lỏng từ túi tinh và tuyến tiền liệt kết hợp với tinh trùng để tạo thành tinh dịch. Dương vật xuất tinh tinh dịch trong quá trình giao hợp. Hệ thống sinh sản nam tạo ra, lưu trữ và di chuyển tinh trùng. Tinh hoàn sản xuất tinh trùng. Chất lỏng từ túi tinh và tuyến tiền liệt kết hợp với tinh trùng để tạo thành tinh dịch. Dương vật xuất tinh tinh dịch trong quá trình giao hợp. Các dấu hiệu và triệu chứng của khối u bìu khác nhau tùy thuộc vào bất thường. Các dấu hiệu và triệu chứng có thể bao gồm: Một khối u bất thường Đau đột ngột Đau nhức âm ỉ hoặc cảm giác nặng nề ở bìu Đau lan tỏa khắp háng, bụng hoặc lưng dưới Tinh hoàn mềm, sưng hoặc cứng Mào tinh hoàn mềm, sưng hoặc cứng (ep-ih-DID-uh-miss), ống mềm hình dấu phẩy ở trên và sau tinh hoàn, nơi lưu trữ và vận chuyển tinh trùng Sưng ở bìu Da bìu đỏ Buồn nôn hoặc nôn Nếu nguyên nhân gây ra khối u bìu là nhiễm trùng, các dấu hiệu và triệu chứng cũng có thể bao gồm: Sốt Tiểu nhiều Có mủ hoặc máu trong nước tiểu Khi nào cần đến gặp bác sĩ Tìm kiếm sự chăm sóc y tế khẩn cấp nếu bạn đột nhiên bị đau ở bìu. Một số tình trạng cần được điều trị kịp thời để tránh tổn thương vĩnh viễn cho tinh hoàn. Hãy đến gặp bác sĩ nếu bạn phát hiện thấy một khối u ở bìu, ngay cả khi nó không đau hoặc không đau, hoặc nếu bạn gặp các triệu chứng khác của khối u bìu. Một số khối u bìu phổ biến hơn ở trẻ em. Hãy đưa trẻ đi khám bác sĩ nếu trẻ có triệu chứng của khối u bìu, nếu bạn lo lắng về sự phát triển của bộ phận sinh dục hoặc nếu tinh hoàn không hạ xuống hoặc không co vào được, điều này có thể làm tăng nguy cơ xuất hiện một số khối u bìu sau này."
(Chóng mặt) Chóng mặt tư thế Paroymsal,"Tôi có thể bị đau đầu, buồn nôn, chuyển động quay tròn, mất thăng bằng, mất thăng bằng"
Liệt (Xuất huyết não),"Tôi có thể bị đau đầu, suy yếu một bên cơ thể, rối loạn cảm giác"
Tăng huyết áp,"Tôi có thể bị đau đầu, đau ngực, chóng mặt, mất thăng bằng"
Vàng da,"Tôi có thể bị ngứa, nôn, mệt mỏi, sụt cân, sốt cao, da vàng, nước tiểu sẫm màu, đau bụng"
Bệnh loét dạ dày tá tràng,Tôi có thể bị nóng rát ở dạ dày và tôi phải dùng thuốc kháng axit để loại bỏ nó. Tôi đã sụt cân và rất khó để tăng cân trở lại.
Ho mãn tính,"Tôi có thể bị Ho mãn tính có thể xảy ra cùng với các dấu hiệu và triệu chứng khác, bao gồm: Sổ mũi hoặc nghẹt mũi Cảm giác có chất lỏng chảy xuống phía sau cổ họng (chảy dịch mũi sau) Thường xuyên hắng giọng và đau họng Khàn giọng Thở khò khè và khó thở Ợ nóng hoặc vị chua trong miệng Trong một số trường hợp hiếm gặp, ho ra máu"
Phản ứng thuốc,"Tôi có thể bị ngứa, phát ban da, đau dạ dày, tiểu buốt, tiểu rắt"
Tĩnh mạch giãn,"Tôi có thể bị mệt mỏi, chuột rút, bầm tím, béo phì, chân bị sưng, mạch máu bị sưng, tĩnh mạch nổi rõ ở bắp chân"
Hội chứng Marfan,"Tôi có thể mắc hội chứng Marfan Chiều dài ngón tay Chiều dài ngón tay Hội chứng Marfan Chiều dài ngón tay Hội chứng Marfan Những người mắc hội chứng Marfan thường có ngón tay đặc biệt dài. Ngón tay cái thường dài ra xa mép bàn tay khi họ nắm chặt. Chiều dài ngón tay Hội chứng Marfan Chiều dài ngón tay Hội chứng Marfan Chiều dài ngón tay Hội chứng Marfan Những người mắc hội chứng Marfan thường có ngón tay đặc biệt dài. Ngón tay cái thường dài ra xa mép bàn tay khi họ nắm chặt. Chiều dài ngón tay Hội chứng Marfan Chiều dài ngón tay Hội chứng Marfan Những người mắc hội chứng Marfan thường có ngón tay đặc biệt dài. Ngón tay cái thường dài ra xa mép bàn tay khi họ nắm chặt. Chiều dài ngón tay Hội chứng Marfan Chiều dài ngón tay Hội chứng Marfan Những người mắc hội chứng Marfan thường có ngón tay đặc biệt dài. Ngón tay cái thường dài ra xa mép bàn tay khi họ nắm chặt. Chiều dài ngón tay Hội chứng Marfan Chiều dài ngón tay Hội chứng Marfan Những người mắc hội chứng Marfan thường có ngón tay đặc biệt dài. Ngón tay cái thường dài ra xa mép bàn tay khi họ nắm chặt. Đóng Đóng Chiều dài ngón tay Hội chứng Marfan Chiều dài ngón tay Hội chứng Marfan Những người mắc hội chứng Marfan thường có ngón tay đặc biệt dài. Ngón tay cái thường dài hơn mép bàn tay khi nắm chặt. Chiều dài ngón tay trong hội chứng Marfan Những người mắc hội chứng Marfan thường có ngón tay đặc biệt dài. Ngón tay cái thường dài hơn mép bàn tay khi nắm chặt. Những người mắc hội chứng Marfan thường có ngón tay đặc biệt dài. Ngón tay cái thường dài hơn mép bàn tay khi nắm chặt. Cánh tay dài hơn trong hội chứng Marfan Cánh tay dài hơn trong hội chứng Marfan Cánh tay dài hơn trong hội chứng Marfan Hội chứng Marfan là một rối loạn di truyền khiến mọi người có cánh tay, chân và ngón tay dài bất thường. Bác sĩ có thể muốn đo sải tay của bạn nếu bác sĩ nghĩ rằng bạn có thể mắc chứng rối loạn này. Cánh tay dài hơn trong hội chứng Marfan Cánh tay dài hơn trong hội chứng Marfan Cánh tay dài hơn trong hội chứng Marfan Cánh tay dài hơn trong hội chứng Marfan Hội chứng Marfan là một rối loạn di truyền khiến mọi người có cánh tay, chân và ngón tay dài bất thường. Bác sĩ có thể muốn đo sải tay của bạn nếu bác sĩ nghĩ rằng bạn có thể mắc chứng rối loạn này. Hội chứng Marfan có cánh tay dài hơn Hội chứng Marfan có cánh tay dài hơn Hội chứng Marfan là một rối loạn di truyền khiến mọi người có cánh tay , chân và ngón tay dài bất thường. Bác sĩ có thể muốn đo sải tay của bạn nếu bác sĩ nghĩ rằng bạn có thể mắc chứng rối loạn này. Hội chứng Marfan có cánh tay dài hơn Hội chứng Marfan có cánh tay dài hơn Hội chứng Marfan là một rối loạn di truyền khiến mọi người có cánh tay, chân và ngón tay dài bất thường. Bác sĩ có thể muốn đo sải tay của bạn nếu bác sĩ nghĩ rằng bạn có thể mắc chứng rối loạn này. Đóng Đóng Hội chứng Marfan có cánh tay dài hơn Hội chứng Marfan có cánh tay dài hơn Hội chứng Marfan là một rối loạn di truyền khiến mọi người có cánh tay, chân và ngón tay dài bất thường. Bác sĩ có thể muốn đo sải tay của bạn nếu bác sĩ nghĩ rằng bạn có thể mắc chứng rối loạn này. Hội chứng Marfan có cánh tay dài hơn Hội chứng Marfan là một rối loạn di truyền khiến mọi người có cánh tay, chân và ngón tay dài bất thường. Bác sĩ có thể muốn đo sải tay của bạn nếu bác sĩ nghĩ rằng bạn có thể mắc chứng rối loạn này. Hội chứng Marfan là một rối loạn di truyền khiến mọi người có cánh tay, chân và ngón tay dài bất thường. Bác sĩ có thể muốn đo sải tay của bạn nếu họ nghĩ rằng bạn có thể mắc chứng rối loạn này. Các dấu hiệu và triệu chứng của hội chứng Marfan có thể rất khác nhau, ngay cả giữa những thành viên trong cùng một gia đình, vì chứng rối loạn này có thể ảnh hưởng đến rất nhiều vùng khác nhau của cơ thể. Một số người chỉ gặp phải những tác động nhẹ, nhưng những người khác lại phát triển các biến chứng đe dọa tính mạng. Các đặc điểm của hội chứng Marfan có thể bao gồm: Thân hình cao và mảnh khảnh Cánh tay, chân và ngón tay dài không cân xứng Xương ức nhô ra ngoài hoặc lõm vào trong Vòm miệng cao, cong và răng chen chúc Tiếng thổi tim Cận thị cực độ Cột sống cong bất thường Bàn chân bẹt"
Căng cơ,"Tôi có thể có Các dấu hiệu và triệu chứng sẽ khác nhau, tùy thuộc vào mức độ nghiêm trọng của chấn thương và có thể bao gồm: Đau hoặc nhạy cảm Đỏ hoặc bầm tím Hạn chế vận động Co thắt cơ Sưng Yếu cơ Khi nào cần gặp bác sĩ Các vết căng cơ nhẹ có thể được điều trị tại nhà. Hãy đến gặp bác sĩ nếu các triệu chứng của bạn trở nên tồi tệ hơn mặc dù đã điều trị, đặc biệt là nếu cơn đau của bạn trở nên không thể chịu đựng được hoặc bạn bị tê hoặc ngứa ran. Nguyên nhân Các vết căng cơ cấp tính có thể do một sự kiện gây ra, chẳng hạn như sử dụng cơ chế cơ thể kém để nâng vật nặng. Các vết căng cơ mãn tính có thể là kết quả của các chấn thương lặp đi lặp lại khi bạn gây căng cơ bằng cách thực hiện cùng một động tác nhiều lần. Các yếu tố rủi ro Tham gia các môn thể thao đối kháng như bóng đá, bóng bầu dục, khúc côn cầu, quyền anh và đấu vật có thể làm tăng nguy cơ căng cơ. Một số bộ phận của cơ thể dễ bị căng cơ hơn khi tham gia một số môn thể thao nhất định. Ví dụ bao gồm: Chân và mắt cá chân. Các môn thể thao có khởi đầu nhanh và nhảy, chẳng hạn như vượt rào và bóng rổ, có thể đặc biệt gây áp lực lên gân Achilles ở mắt cá chân của bạn. Tay. Các môn thể thao cầm nắm, chẳng hạn như thể dục dụng cụ hoặc chơi gôn, có thể làm tăng nguy cơ căng cơ ở tay. Khuỷu tay. Chấn thương khuỷu tay thường do ném các môn thể thao và các môn thể thao dùng vợt. Phòng ngừa Các bài tập kéo giãn và tăng cường sức mạnh thường xuyên cho môn thể thao, thể lực hoặc hoạt động làm việc của bạn, như một phần của chương trình rèn luyện thể chất tổng thể, có thể giúp giảm thiểu nguy cơ bị căng cơ. Cố gắng giữ dáng để chơi thể thao; đừng chơi thể thao để có vóc dáng. Nếu bạn có một nghề nghiệp đòi hỏi thể chất , việc rèn luyện thể chất thường xuyên có thể giúp ngăn ngừa chấn thương. Bởi Đội ngũ nhân viên của Phòng khám Mayo Bởi Đội ngũ nhân viên của Phòng khám Mayo Yêu cầu đặt lịch hẹn Yêu cầu đặt lịch hẹn Chẩn đoán & điều trị Chẩn đoán & điều trị Chẩn đoán & điều trị Ngày 11 tháng 10 năm 2022 In In Chia sẻ trên: FacebookTwitter Facebook Twitter Hiển thị tài liệu tham khảo Bong gân và căng cơ. Viện Quốc gia về Viêm khớp, Cơ xương và Bệnh ngoài da. https://www.niams.nih.gov/health-topics/sprains-and-strains/advanced. Truy cập ngày 27 tháng 4 năm 2018. Walls RM, et al., biên tập. Nguyên tắc chung về chấn thương chỉnh hình. Trong: Y học cấp cứu của Rosen: Các khái niệm và Thực hành lâm sàng. Ấn bản lần thứ 9. Philadelphia, Pa.: Elsevier; 2018. https://www.clinicalkey.com. Truy cập ngày 27 tháng 4 năm 2018. Safran MR, et al. Căng thẳng. Trong: Hướng dẫn cho Bệnh nhân Y học Thể thao. Ấn bản lần 2. Philadelphia, Pa.: Elsevier Saunders; 2012. https://www.clinicalkey.com. Truy cập ngày 27 tháng 4 năm 2018. Bong gân, căng cơ và các chấn thương mô mềm khác. Học viện Phẫu thuật Chỉnh hình Hoa Kỳ. https://orthoinfo.aaos.org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries. Truy cập ngày 27 tháng 4 năm 2018. Hiển thị tài liệu tham khảo Bong gân và căng cơ. Viện Quốc gia về Viêm khớp, Cơ xương và Bệnh ngoài da. https://www.niams.nih.gov/health-topics/sprains-and-strains/advanced. Truy cập ngày 27 tháng 4 năm 2018. Walls RM, et al., biên tập. Nguyên tắc chung về chấn thương chỉnh hình. Trong: Rosen's Emergency Medicine: Concepts and Clinical Practice. Ấn bản lần thứ 9. Philadelphia, Pa.: Elsevier; 2018. https://www.clinicalkey.com. Truy cập ngày 27 tháng 4 năm 2018. Safran MR, et al. Strain. Trong: Guidance for Sports Medicine Patients. Ấn bản lần thứ 2. Philadelphia, Pa.: Elsevier Saunders; 2012. https://www.clinicalkey.com. Truy cập ngày 27 tháng 4 năm 2018. Bong gân, căng cơ và các chấn thương mô mềm khác. Học viện phẫu thuật chỉnh hình Hoa Kỳ. https://orthoinfo.aaos.org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries. Truy cập ngày 27 tháng 4 năm 2018. Bong gân và căng cơ. Viện Quốc gia về Viêm khớp, Bệnh cơ xương và Da. https://www.niams.nih.gov/health-topics/sprains-and-strains/advanced. Truy cập ngày 27 tháng 4 năm 2018. Walls RM, et al., biên tập. Nguyên tắc chung về chấn thương chỉnh hình. Trong: Rosen's Emergency Medicine: Concepts and Clinical Practice. Ấn bản lần thứ 9. Philadelphia, Pa.: Elsevier; 2018. https://www.clinicalkey.com. Truy cập ngày 27 tháng 4 năm 2018. Safran MR, et al. Căng cơ. Trong: Hướng dẫn cho Bệnh nhân Y học Thể thao. Ấn bản lần thứ 2. Philadelphia, Pa.: Elsevier Saunders; 2012. https://www.clinicalkey.com. Truy cập ngày 27 tháng 4 năm 2018. Bong gân, căng cơ và các chấn thương mô mềm khác. Viện Hàn lâm Phẫu thuật chỉnh hình Hoa Kỳ. https://orthoinfo.aaos.org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries. Truy cập ngày 27 tháng 4 năm 2018. Bong gân và căng cơ. Viện Quốc gia về Viêm khớp, Cơ xương và Bệnh ngoài da. https://www.niams.nih.gov/health-topics/sprains-and-strains/advanced. Truy cập ngày 27 tháng 4 năm 2018. Walls RM, et al., biên tập. Nguyên tắc chung về chấn thương chỉnh hình. Trong: Y học cấp cứu của Rosen: Các khái niệm và Thực hành lâm sàng. Ấn bản lần thứ 9. Philadelphia, Pa.: Elsevier; 2018. https://www.clinicalkey.com. Truy cập ngày 27 tháng 4 năm 2018. Safran MR, et al. Căng cơ. Trong: Hướng dẫn cho Bệnh nhân Y học Thể thao. Ấn bản lần thứ 2. Philadelphia , Pa.: Elsevier Saunders; 2012. https://www.clinicalkey.com. Truy cập ngày 27 tháng 4 năm 2018. Bong gân, căng cơ và các chấn thương mô mềm khác. Học viện phẫu thuật chỉnh hình Hoa Kỳ. https://orthoinfo.aaos.org/en/diseases--conditions/sprains-strains-and-other-soft-tissue-injuries. Truy cập ngày 27 tháng 4 năm 2018. Các thủ thuật liên quan Sản phẩm & dịch vụ siêu âm Sách: Mayo Clinic Book of Home Remedies Các thủ thuật liên quan Siêu âm Các thủ thuật liên quan Siêu âm"
